id,user_stage,direction,goal,timeline,experience,available_days,difficulty,previous_goals_count,completed_goals_count,pathway_type,total_duration,num_phases,total_steps
RIPPLE_0491,High School,Learn a Skill,Python for Data Analysis,3 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0492,University Student,Higher Studies,Master's in Computer Science,1 Week,Beginner (Basic theory / introductory coursework),Sat;Sun,Easy,1,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0493,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Hard,2,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0494,Just Graduated,Freelance,Content Creation & Personal Brand,1 Week,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Easy,3,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0495,Building My Own Thing,Startup,Mobile App with 10k Downloads,1 Week,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri,Easy,1,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0496,Just Graduated,Freelance,Full-time Freelance Agency,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Intensive,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0497,Entrepreneur,Grow My Business,Product Hunt Launch to #1 Product of Day,6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Easy,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0498,Building My Own Thing,Startup,AI Micro-SaaS Launch,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0499,Changing Careers,Switch Industry,Data Science Career Pivot,1 Month,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Hard,3,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0500,High School,Start Working,Entry-level Internship,1 Month,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Easy,1,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0501,Entrepreneur,Grow My Business,Product Hunt Launch to #1 Product of Day,1 Month,Beginner (No prior background),Sat;Sun,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0502,High School,Learn a Skill,Mobile App Development,1 Month,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0503,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,1 Month,Beginner (No prior background),Sat;Sun,Hard,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0504,Changing Careers,Learn New Skills,Machine Learning Fundamentals,6 Months,Beginner (No prior background),Tue;Thu;Sat;Sun,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0505,Entrepreneur,Find Investors,Raise $250k Pre-Seed,1 Week,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Easy,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0506,High School,Start Working,Resume & Interview Readiness,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0507,Building My Own Thing,Small Business,Local Service Agency Launch,1 Week,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Intensive,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0508,University Student,Freelance,Earn First $1k Freelancing,1 Week,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Intensive,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0509,Working,Better Work-Life Balance,Daily Routine Reset,1 Month,Intermediate (1-2 years relevant experience),Sat;Sun,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0510,Just Graduated,Find a Job,Data Analyst,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Easy,3,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0511,High School,Start Working,Resume & Interview Readiness,1 Week,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Moderate,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0512,University Student,Higher Studies,Master's in Computer Science,3 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0513,Just Graduated,Freelance,Full-time Freelance Agency,3 Months,Beginner (No prior background),Mon;Wed;Fri,Hard,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0514,High School,Learn a Skill,Python for Data Analysis,1 Week,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Moderate,1,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0515,Changing Careers,Switch Industry,Data Science Career Pivot,1 Week,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Easy,1,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0516,Entrepreneur,Grow My Business,Scale Revenue by 50%,6 Months,Beginner (No prior background),Sat;Sun,Easy,2,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0517,High School,Start Working,Retail / Admin Experience,1 Month,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0518,Just Graduated,Find a Job,Digital Marketing Specialist,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Easy,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0519,Working,Better Work-Life Balance,Daily Routine Reset,1 Week,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Hard,2,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0520,Building My Own Thing,Small Business,Local Service Agency Launch,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Hard,1,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0521,University Student,Freelance,Earn First $1k Freelancing,1 Month,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,1,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0522,Working,Change Careers,Transition from Non-Tech to Tech,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Moderate,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0523,Building My Own Thing,Startup,Mobile App with 10k Downloads,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Easy,2,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0524,Working,Higher Salary,Target FAANG / Tier 1 Tech Offer,3 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri,Moderate,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0525,Entrepreneur,Grow My Business,Product Hunt Launch to #1 Product of Day,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0526,High School,University,Scholarship Strategy,6 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Intensive,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0527,Just Graduated,Find a Job,Junior Product Manager,1 Month,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri,Intensive,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0528,University Student,Higher Studies,Target GPA 3.8+,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0529,Building My Own Thing,Small Business,Local Service Agency Launch,1 Week,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Easy,3,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0530,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,1 Week,Beginner (Basic theory / introductory coursework),Sat;Sun,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0531,Just Graduated,Higher Studies,Scholarship Hunt,1 Week,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Moderate,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0532,Just Graduated,Freelance,Full-time Freelance Agency,6 Months,Intermediate (1-2 years relevant experience),Sat;Sun,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0533,Just Graduated,Higher Studies,Statement of Purpose & Reference Letters,1 Month,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Easy,2,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0534,University Student,Freelance,Earn First $1k Freelancing,3 Months,Beginner (No prior background),Mon;Wed;Fri,Intensive,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0535,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,1 Month,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0536,Working,Higher Salary,Target FAANG / Tier 1 Tech Offer,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Moderate,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0537,Changing Careers,Learn New Skills,Machine Learning Fundamentals,6 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0538,Changing Careers,Learn New Skills,Machine Learning Fundamentals,1 Month,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Intensive,3,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0539,High School,Start Working,Resume & Interview Readiness,1 Month,Beginner (No prior background),Mon;Wed;Fri;Sat,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0540,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,1 Month,Beginner (No prior background),Tue;Thu;Sat;Sun,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0541,University Student,Get a Job,Data Analyst,1 Month,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,1,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0542,University Student,Build a Startup,Build SaaS Tool,3 Months,Intermediate (1-2 years relevant experience),Sat;Sun,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0543,High School,Learn a Skill,Full-Stack Web Basics,1 Week,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0544,Changing Careers,Switch Industry,Software Engineering Bootcamp to Job,1 Week,Intermediate (1-2 years relevant experience),Sat;Sun,Hard,2,2,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0545,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,6 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0546,University Student,Get a Job,Software Engineering,6 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,3,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0547,University Student,Higher Studies,Research Fellowship Application,3 Months,Beginner (No prior background),Tue;Thu;Sat;Sun,Hard,2,2,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0548,Working,Grow in My Career,Promotion to Senior Engineer,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Hard,3,3,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0549,Working,Better Work-Life Balance,Daily Routine Reset,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0550,Just Graduated,Freelance,Content Creation & Personal Brand,3 Months,Beginner (No prior background),Tue;Thu;Sat;Sun,Moderate,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0551,High School,Learn a Skill,Mobile App Development,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Intensive,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0552,Entrepreneur,Grow My Business,Product Hunt Launch to #1 Product of Day,3 Months,Beginner (No prior background),Sat;Sun,Hard,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0553,Working,Change Careers,Transition from QA to Dev,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0554,Entrepreneur,Find Investors,Raise $250k Pre-Seed,6 Months,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Easy,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0555,Building My Own Thing,Small Business,Local Service Agency Launch,1 Month,Beginner (No prior background),Mon;Wed;Fri;Sat,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0556,Working,Better Work-Life Balance,Daily Routine Reset,1 Week,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Easy,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0557,High School,Learn a Skill,Full-Stack Web Basics,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Hard,2,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0558,Just Graduated,Higher Studies,Scholarship Hunt,3 Months,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Easy,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0559,University Student,Get a Job,Frontend Development,3 Months,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Hard,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0560,Just Graduated,Find a Job,Data Analyst,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Intensive,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0561,University Student,Freelance,Top Rated Freelancer on Upwork,1 Week,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Intensive,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0562,High School,University,Scholarship Strategy,1 Week,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Moderate,3,3,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0563,Just Graduated,Freelance,Content Creation & Personal Brand,3 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Moderate,2,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0564,University Student,Freelance,Top Rated Freelancer on Upwork,3 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Intensive,2,2,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0565,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,1 Week,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Intensive,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0566,Working,Better Work-Life Balance,Daily Routine Reset,3 Months,Beginner (Basic theory / introductory coursework),Sat;Sun,Intensive,2,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0567,Building My Own Thing,Startup,AI Micro-SaaS Launch,6 Months,Beginner (No prior background),Tue;Thu;Sat;Sun,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0568,Entrepreneur,Grow My Business,Scale Revenue by 50%,3 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0569,Building My Own Thing,Small Business,Local Service Agency Launch,6 Months,Beginner (No prior background),Mon;Wed;Fri;Sat,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0570,Entrepreneur,Find Investors,Raise $250k Pre-Seed,1 Month,Intermediate (1-2 years relevant experience),Sat;Sun,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0571,High School,Start Working,Resume & Interview Readiness,3 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Hard,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0572,Changing Careers,Learn New Skills,Machine Learning Fundamentals,3 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0573,University Student,Build a Startup,Launch MVP on Campus,3 Months,Beginner (No prior background),Sat;Sun,Moderate,3,3,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0574,Working,Change Careers,Transition from Non-Tech to Tech,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0575,University Student,Get a Job,Machine Learning Engineer,1 Week,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Intensive,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0576,Building My Own Thing,Small Business,Local Service Agency Launch,6 Months,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Moderate,3,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0577,Working,Grow in My Career,Executive Presence & Tech Lead,6 Months,Beginner (Basic theory / introductory coursework),Sat;Sun,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0578,Changing Careers,Learn New Skills,Modern Full-Stack Javascript/Python,3 Months,Beginner (No prior background),Mon;Wed;Fri,Intensive,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0579,Just Graduated,Freelance,Content Creation & Personal Brand,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0580,Just Graduated,Higher Studies,Statement of Purpose & Reference Letters,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0581,High School,Start Working,Entry-level Internship,6 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0582,Just Graduated,Find a Job,Digital Marketing Specialist,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Hard,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0583,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,3 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0584,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,1 Month,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Hard,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0585,Building My Own Thing,Small Business,Local Service Agency Launch,1 Month,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Moderate,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0586,High School,University,Top Tier CS University Admissions,1 Month,Intermediate (1-2 years relevant experience),Sat;Sun,Intensive,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0587,Just Graduated,Freelance,Content Creation & Personal Brand,1 Week,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Easy,1,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0588,High School,Learn a Skill,Mobile App Development,1 Month,Intermediate (1-2 years relevant experience),Sat;Sun,Intensive,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0589,High School,Learn a Skill,Python for Data Analysis,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Easy,2,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0590,High School,University,SAT 1500+ / ACT 34+,6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Moderate,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0591,High School,Start Working,Entry-level Internship,1 Week,Beginner (No prior background),Sat;Sun,Easy,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0592,Changing Careers,Switch Industry,Data Science Career Pivot,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Moderate,2,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0593,University Student,Get a Job,Software Engineering,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0594,University Student,Higher Studies,Target GPA 3.8+,1 Month,Beginner (No prior background),Tue;Thu;Sat;Sun,Moderate,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0595,Entrepreneur,Grow My Business,Product Hunt Launch to #1 Product of Day,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Moderate,2,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0596,University Student,Build a Startup,Build SaaS Tool,1 Month,Intermediate (1-2 years relevant experience),Sat;Sun,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0597,Working,Change Careers,Transition to Product Management,6 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,3,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0598,University Student,Get a Job,UI/UX Design,3 Months,Intermediate (1-2 years relevant experience),Sat;Sun,Easy,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0599,Building My Own Thing,Small Business,Local Service Agency Launch,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0600,Changing Careers,Learn New Skills,Cloud & DevOps (AWS/Docker),6 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0601,University Student,Build a Startup,Build SaaS Tool,3 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0602,High School,Start Working,Retail / Admin Experience,1 Week,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Hard,1,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0603,Working,Change Careers,Transition from QA to Dev,6 Months,Beginner (No prior background),Sat;Sun,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0604,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,1 Month,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri,Moderate,1,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0605,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,6 Months,Beginner (No prior background),Tue;Thu;Sat;Sun,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0606,High School,Start Working,Entry-level Internship,6 Months,Beginner (No prior background),Mon;Wed;Fri,Moderate,3,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0607,University Student,Higher Studies,Target GPA 3.8+,1 Week,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Easy,1,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0608,Building My Own Thing,Startup,Mobile App with 10k Downloads,1 Week,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0609,Entrepreneur,Find Investors,Raise $250k Pre-Seed,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Moderate,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0610,High School,University,Scholarship Strategy,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Moderate,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0611,University Student,Build a Startup,Launch MVP on Campus,6 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0612,Changing Careers,Switch Industry,Software Engineering Bootcamp to Job,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Intensive,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0613,Working,Grow in My Career,Promotion to Senior Engineer,1 Week,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Easy,2,2,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0614,Just Graduated,Freelance,Content Creation & Personal Brand,6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0615,Changing Careers,Switch Industry,Data Science Career Pivot,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Easy,2,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0616,Changing Careers,Switch Industry,Software Engineering Bootcamp to Job,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0617,Just Graduated,Higher Studies,Statement of Purpose & Reference Letters,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0618,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,6 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
